date_game,team,ml_odds
2021-03-16,NYI,-110
2021-03-16,WSH,-110
2021-03-16,CAR,-245
2021-03-16,DET,203
2021-03-16,ARI,170
2021-03-16,MIN,-200
2021-03-16,TBL,-152
2021-03-16,DAL,132
2021-03-16,ANA,237
2021-03-16,COL,-290
2021-03-17,VAN,-156
2021-03-17,OTT,136
2021-03-17,PHI,-132
2021-03-17,NYR,112
2021-03-17,MTL,-117
2021-03-17,WPG,-103
2021-03-17,STL,-145
2021-03-17,LAK,125
2021-03-17,SJS,195
2021-03-17,VGK,-235
2021-03-17,EDM,-108
2021-03-17,CGY,-112
2021-03-18,NSH,172
2021-03-18,FLA,-205
2021-03-18,CHI,207
2021-03-18,TBL,-250
2021-03-18,CBJ,163
2021-03-18,CAR,-190
2021-03-18,PHI,124
2021-03-18,NYI,-144
2021-03-18,PIT,-165
2021-03-18,NJD,144
2021-03-18,DAL,-180
2021-03-18,DET,155
2021-03-18,MIN,140
2021-03-18,COL,-160
2021-03-18,WPG,117
2021-03-18,EDM,-137
2021-03-18,ARI,-130
2021-03-18,ANA,110
2021-03-18,BOS,-265
2021-03-18,BUF,218
2021-03-19,CGY,143
2021-03-19,TOR,-163
2021-03-19,VAN,155
2021-03-19,MTL,-180
2021-03-19,NYR,125
2021-03-19,WSH,-145
2021-03-19,STL,-157
2021-03-19,SJS,137
2021-03-19,VGK,-200
2021-03-19,LAK,170
2021-03-20,PIT,-158
2021-03-20,NJD,138
2021-03-20,NSH,176
2021-03-20,FLA,-210
2021-03-20,MIN,144
2021-03-20,COL,-165
2021-03-20,CHI,211
2021-03-20,TBL,-255
2021-03-20,PHI,118
2021-03-20,NYI,-138
2021-03-20,CGY,132
2021-03-20,TOR,-152
2021-03-20,VAN,152
2021-03-20,MTL,-177
2021-03-20,CBJ,166
2021-03-20,CAR,-195
2021-03-20,DAL,-183
2021-03-20,DET,158
2021-03-20,NYR,123
2021-03-20,WSH,-143
2021-03-20,ARI,-127
2021-03-20,ANA,107
2021-03-20,STL,-145
2021-03-20,SJS,125
2021-03-20,WPG,125
2021-03-20,EDM,-145
2021-03-21,NJD,170
2021-03-21,PIT,-200
2021-03-21,FLA,130
2021-03-21,TBL,-150
2021-03-21,VGK,-180
2021-03-21,LAK,155
2021-03-21,NSH,148
2021-03-21,DAL,-170
2021-03-22,BUF,188
2021-03-22,NYR,-225
2021-03-22,CAR,-160
2021-03-22,CBJ,140
2021-03-22,CGY,-173
2021-03-22,OTT,150
2021-03-22,NYI,-131
2021-03-22,PHI,111
2021-03-22,ANA,188
2021-03-22,MIN,-225
2021-03-22,COL,-211
2021-03-22,ARI,177
2021-03-22,WPG,-120
2021-03-22,VAN,100
2021-03-22,STL,131
2021-03-22,VGK,-151
2021-03-22,LAK,-130
2021-03-22,SJS,110
2021-03-23,NJD,144
2021-03-23,PHI,-165
2021-03-23,FLA,-150
2021-03-23,CHI,130
2021-03-23,DET,125
2021-03-23,NSH,-145
2021-03-23,TBL,-170
2021-03-23,DAL,148
2021-03-23,COL,-235
2021-03-23,ARI,195
2021-03-24,CGY,-180
2021-03-24,OTT,155
2021-03-24,ANA,195
2021-03-24,MIN,-235
2021-03-24,BUF,226
2021-03-24,PIT,-275
2021-03-24,LAK,-108
2021-03-24,SJS,-112
2021-03-24,WPG,-137
2021-03-24,VAN,117
2021-03-25,NYR,-108
2021-03-25,PHI,-112
2021-03-25,NYI,-105
2021-03-25,BOS,-115
2021-03-25,TOR,-255
2021-03-25,OTT,211
2021-03-25,NJD,158
2021-03-25,WSH,-183
2021-03-25,CAR,-165
2021-03-25,CBJ,144
2021-03-25,BUF,245
2021-03-25,PIT,-300
2021-03-25,DET,160
2021-03-25,NSH,-185
2021-03-25,FLA,-133
2021-03-25,CHI,113
2021-03-25,STL,115
2021-03-25,MIN,-135
2021-03-25,TBL,-170
2021-03-25,DAL,148
2021-03-25,VGK,140
2021-03-25,COL,-160
2021-03-26,NJD,176
2021-03-26,WSH,-210
2021-03-26,ANA,188
2021-03-26,STL,-225
2021-03-26,SJS,102
2021-03-26,ARI,-122
2021-03-26,WPG,102
2021-03-26,CGY,-122
2021-03-27,NYR,-120
2021-03-27,PHI,100
2021-03-27,BUF,292
2021-03-27,BOS,-365
2021-03-27,VGK,145
2021-03-27,COL,-166
2021-03-27,CBJ,-168
2021-03-27,DET,146
2021-03-27,TBL,-115
2021-03-27,CAR,-105
2021-03-27,EDM,138
2021-03-27,TOR,-158
2021-03-27,NYI,-110
2021-03-27,PIT,-110
2021-03-27,FLA,-110
2021-03-27,DAL,-110
2021-03-27,NSH,-103
2021-03-27,CHI,-117
2021-03-27,WPG,100
2021-03-27,CGY,-120
2021-03-27,SJS,100
2021-03-27,ARI,-120
2021-03-28,NYR,117
2021-03-28,WSH,-137
2021-03-28,CBJ,-160
2021-03-28,DET,140
2021-03-28,ANA,192
2021-03-28,STL,-230
2021-03-28,NJD,167
2021-03-28,BOS,-197
2021-03-28,FLA,-103
2021-03-28,DAL,-117
2021-03-28,NSH,-107
2021-03-28,CHI,-113
2021-03-29,NYI,-110
2021-03-29,PIT,-110
2021-03-29,EDM,135
2021-03-29,TOR,-155
2021-03-29,PHI,-190
2021-03-29,BUF,163
2021-03-29,ANA,277
2021-03-29,COL,-344
2021-03-29,LAK,176
2021-03-29,VGK,-210
2021-03-29,WPG,-102
2021-03-29,CGY,-118
2021-03-29,MIN,-165
2021-03-29,SJS,144
2021-03-30,WSH,-115
2021-03-30,NYR,-105
2021-03-30,NJD,160
2021-03-30,BOS,-185
2021-03-30,DET,199
2021-03-30,FLA,-240
2021-03-30,CBJ,207
2021-03-30,TBL,-250
2021-03-30,CAR,-170
2021-03-30,CHI,148
2021-03-30,DAL,-119
2021-03-30,NSH,-101
2021-03-30,EDM,115
2021-03-30,MTL,-135
2021-03-31,TOR,-143
2021-03-31,WPG,123
2021-03-31,PHI,-200
2021-03-31,BUF,170
2021-03-31,ARI,245
2021-03-31,COL,-300
2021-03-31,LAK,192
2021-03-31,VGK,-230
2021-03-31,MIN,-160
2021-03-31,SJS,140
2021-04-01,DET,203
2021-04-01,FLA,-245
2021-04-01,WSH,-103
2021-04-01,NYI,-117
2021-04-01,NYR,-200
2021-04-01,BUF,170
2021-04-01,CBJ,226
2021-04-01,TBL,-275
2021-04-01,PIT,110
2021-04-01,BOS,-130
2021-04-01,MTL,-225
2021-04-01,OTT,188
2021-04-01,CAR,-173
2021-04-01,CHI,150
2021-04-01,DAL,-127
2021-04-01,NSH,107
2021-04-01,MIN,158
2021-04-01,VGK,-183
2021-04-02,WSH,-160
2021-04-02,NJD,140
2021-04-02,TOR,-137
2021-04-02,WPG,117
2021-04-02,CGY,117
2021-04-02,EDM,-137
2021-04-02,STL,192
2021-04-02,COL,-230
2021-04-02,SJS,105
2021-04-02,LAK,-125
2021-04-02,ARI,-117
2021-04-02,ANA,-103
2021-04-03,PIT,-103
2021-04-03,BOS,-117
2021-04-03,DET,317
2021-04-03,TBL,-400
2021-04-03,CHI,103
2021-04-03,NSH,-123
2021-04-03,CBJ,128
2021-04-03,FLA,-148
2021-04-03,OTT,195
2021-04-03,MTL,-235
2021-04-03,PHI,135
2021-04-03,NYI,-155
2021-04-03,NYR,-230
2021-04-03,BUF,192
2021-04-03,DAL,140
2021-04-03,CAR,-160
2021-04-03,STL,195
2021-04-03,COL,-235
2021-04-03,MIN,127
2021-04-03,VGK,-147
2021-04-03,SJS,110
2021-04-03,LAK,-130
2021-04-04,DET,303
2021-04-04,TBL,-380
2021-04-04,WSH,-155
2021-04-04,NJD,135
2021-04-04,CBJ,148
2021-04-04,FLA,-170
2021-04-04,DAL,144
2021-04-04,CAR,-165
2021-04-04,TOR,-155
2021-04-04,CGY,135
2021-04-04,ARI,-125
2021-04-04,ANA,105
2021-04-05,EDM,107
2021-04-05,MTL,-127
2021-04-05,PHI,152
2021-04-05,BOS,-177
2021-04-05,COL,-170
2021-04-05,MIN,148
2021-04-05,VGK,-130
2021-04-05,STL,110
2021-04-05,TOR,-145
2021-04-05,CGY,125
2021-04-05,ARI,115
2021-04-05,LAK,-135
2021-04-05,OTT,176
2021-04-05,WPG,-210
2021-04-06,BUF,140
2021-04-06,NJD,-160
2021-04-06,PIT,-105
2021-04-06,NYR,-115
2021-04-06,TBL,-200
2021-04-06,CBJ,170
2021-04-06,BOS,-120
2021-04-06,PHI,100
2021-04-06,WSH,115
2021-04-06,NYI,-135
2021-04-06,FLA,125
2021-04-06,CAR,-145
2021-04-06,NSH,-155
2021-04-06,DET,135
2021-04-06,DAL,-125
2021-04-06,CHI,105
2021-04-06,ANA,140
2021-04-06,SJS,-160
2021-04-07,EDM,-185
2021-04-07,OTT,160
2021-04-07,MTL,127
2021-04-07,TOR,-147
2021-04-07,VGK,-160
2021-04-07,STL,140
2021-04-07,COL,-185
2021-04-07,MIN,160
2021-04-07,ARI,100
2021-04-07,LAK,-120
2021-04-08,FLA,125
2021-04-08,CAR,-145
2021-04-08,TBL,-210
2021-04-08,CBJ,176
2021-04-08,WPG,104
2021-04-08,MTL,-124
2021-04-08,PIT,-101
2021-04-08,NYR,-119
2021-04-08,BOS,-110
2021-04-08,WSH,-110
2021-04-08,PHI,138
2021-04-08,NYI,-158
2021-04-08,NJD,-120
2021-04-08,BUF,100
2021-04-08,NSH,-155
2021-04-08,DET,135
2021-04-08,DAL,-120
2021-04-08,CHI,100
2021-04-08,EDM,-200
2021-04-08,OTT,170
2021-04-09,NYR,125
2021-04-09,NYI,-145
2021-04-09,PIT,-160
2021-04-09,NJD,140
2021-04-09,WSH,-250
2021-04-09,BUF,207
2021-04-09,MIN,-108
2021-04-09,STL,-112
2021-04-09,ARI,195
2021-04-09,VGK,-235
2021-04-09,COL,-340
2021-04-09,ANA,274
2021-04-09,LAK,107
2021-04-09,SJS,-127
2021-04-10,FLA,-110
2021-04-10,DAL,-110
2021-04-10,BOS,-115
2021-04-10,PHI,-105
2021-04-10,WPG,115
2021-04-10,MTL,-135
2021-04-10,CHI,-110
2021-04-10,CBJ,-110
2021-04-10,OTT,274
2021-04-10,TOR,-340
2021-04-10,DET,289
2021-04-10,CAR,-360
2021-04-10,TBL,-183
2021-04-10,NSH,158
2021-04-10,MIN,-115
2021-04-10,STL,-105
2021-04-10,LAK,113
2021-04-10,SJS,-133
2021-04-10,EDM,-115
2021-04-10,CGY,-105
2021-04-11,BUF,192
2021-04-11,PHI,-230
2021-04-11,ARI,199
2021-04-11,VGK,-240
2021-04-11,PIT,-190
2021-04-11,NJD,163
2021-04-11,NYR,105
2021-04-11,NYI,-125
2021-04-11,COL,-345
2021-04-11,ANA,278
2021-04-11,DAL,-112
2021-04-11,NSH,-108
2021-04-11,WSH,-112
2021-04-11,BOS,-108
2021-04-12,WPG,-186
2021-04-12,OTT,160
2021-04-12,TOR,-140
2021-04-12,MTL,120
2021-04-12,DET,317
2021-04-12,CAR,-400
2021-04-12,CHI,-120
2021-04-12,CBJ,100
2021-04-12,ARI,303
2021-04-12,COL,-380
2021-04-12,VGK,-195
2021-04-12,LAK,166
2021-04-12,ANA,151
2021-04-12,SJS,-175
2021-04-13,NYR,-180
2021-04-13,NJD,155
2021-04-13,BUF,260
2021-04-13,BOS,-320
2021-04-13,PHI,140
2021-04-13,WSH,-160
2021-04-13,CGY,163
2021-04-13,TOR,-190
2021-04-13,TBL,-180
2021-04-13,NSH,155
2021-04-13,FLA,-110
2021-04-13,DAL,-110
2021-04-14,WPG,-175
2021-04-14,OTT,151
2021-04-14,CGY,133
2021-04-14,MTL,-153
2021-04-14,VGK,-195
2021-04-14,LAK,166
2021-04-14,ARI,172
2021-04-14,MIN,-205
2021-04-14,COL,-190
2021-04-14,STL,163
2021-04-14,ANA,148
2021-04-14,SJS,-170
2021-04-15,WPG,154
2021-04-15,TOR,-179
2021-04-15,NSH,166
2021-04-15,CAR,-195
2021-04-15,FLA,130
2021-04-15,TBL,-150
2021-04-15,PHI,144
2021-04-15,PIT,-165
2021-04-15,NJD,199
2021-04-15,NYR,-240
2021-04-15,BUF,252
2021-04-15,WSH,-310
2021-04-15,NYI,-105
2021-04-15,BOS,-115
2021-04-15,CHI,-160
2021-04-15,DET,140
2021-04-15,CBJ,166
2021-04-15,DAL,-195
2021-04-16,CGY,125
2021-04-16,MTL,-145
2021-04-16,NYI,-102
2021-04-16,BOS,-118
2021-04-16,SJS,163
2021-04-16,MIN,-190
2021-04-16,VGK,-230
2021-04-16,ANA,192
2021-04-17,NJD,199
2021-04-17,NYR,-240
2021-04-17,WSH,-135
2021-04-17,PHI,115
2021-04-17,PIT,-275
2021-04-17,BUF,226
2021-04-17,STL,-135
2021-04-17,ARI,115
2021-04-17,FLA,140
2021-04-17,TBL,-160
2021-04-17,CHI,-150
2021-04-17,DET,130
2021-04-17,NSH,160
2021-04-17,CAR,-185
2021-04-17,CBJ,163
2021-04-17,DAL,-190
2021-04-17,SJS,163
2021-04-17,MIN,-190
2021-04-17,EDM,100
2021-04-17,WPG,-120
2021-04-17,OTT,163
2021-04-17,MTL,-190
2021-04-18,WSH,120
2021-04-18,BOS,-140
2021-04-18,NYR,-210
2021-04-18,NJD,176
2021-04-18,PIT,-280
2021-04-18,BUF,230
2021-04-18,VGK,-260
2021-04-18,ANA,215
2021-04-18,NYI,-143
2021-04-18,PHI,123
2021-04-18,TOR,-300
2021-04-18,VAN,245
2021-04-19,CAR,102
2021-04-19,TBL,-122
2021-04-19,CBJ,199
2021-04-19,FLA,-240
2021-04-19,DET,195
2021-04-19,DAL,-235
2021-04-19,CHI,120
2021-04-19,NSH,-140
2021-04-19,MIN,-147
2021-04-19,ARI,127
2021-04-19,OTT,176
2021-04-19,CGY,-210
2021-04-19,MTL,112
2021-04-19,EDM,-132
2021-04-19,SJS,215
2021-04-19,VGK,-260
2021-04-20,CAR,101
2021-04-20,TBL,-121
2021-04-20,CBJ,180
2021-04-20,FLA,-215
2021-04-20,NYR,110
2021-04-20,NYI,-130
2021-04-20,NJD,238
2021-04-20,PIT,-291
2021-04-20,DET,192
2021-04-20,DAL,-231
2021-04-20,ANA,121
2021-04-20,LAK,-141
2021-04-20,BOS,-285
2021-04-20,BUF,234
2021-04-20,TOR,-291
2021-04-20,VAN,238
2021-04-21,NSH,-120
2021-04-21,CHI,100
2021-04-21,MIN,-138
2021-04-21,ARI,118
2021-04-21,SJS,215
2021-04-21,VGK,-260
2021-04-21,MTL,105
2021-04-21,EDM,-125
2021-04-22,WSH,-105
2021-04-22,NYI,-115
2021-04-22,BOS,-315
2021-04-22,BUF,256
2021-04-22,CAR,-110
2021-04-22,FLA,-110
2021-04-22,CBJ,234
2021-04-22,TBL,-285
2021-04-22,NJD,245
2021-04-22,PIT,-300
2021-04-22,PHI,128
2021-04-22,NYR,-148
2021-04-22,DAL,-185
2021-04-22,DET,160
2021-04-22,COL,-147
2021-04-22,STL,127
2021-04-22,OTT,140
2021-04-22,VAN,-160
2021-04-22,TOR,-140
2021-04-22,WPG,120
2021-04-23,PHI,140
2021-04-23,NYR,-160
2021-04-23,BOS,-340
2021-04-23,BUF,274
2021-04-23,NSH,-122
2021-04-23,CHI,102
2021-04-23,MIN,-160
2021-04-23,LAK,140
2021-04-23,MTL,-110
2021-04-23,CGY,-110
2021-04-24,NJD,252
2021-04-24,PIT,-310
2021-04-24,COL,-165
2021-04-24,STL,144
2021-04-24,CAR,-125
2021-04-24,FLA,105
2021-04-24,TOR,-140
2021-04-24,WPG,120
2021-04-24,DAL,-195
2021-04-24,DET,166
2021-04-24,MTL,-103
2021-04-24,CGY,-117
2021-04-24,WSH,-103
2021-04-24,NYI,-117
2021-04-24,MIN,-145
2021-04-24,SJS,125
2021-04-24,ARI,-110
2021-04-24,LAK,-110
2021-04-24,OTT,120
2021-04-24,VAN,-140
2021-04-24,VGK,-265
2021-04-24,ANA,218
2021-04-25,BOS,-110
2021-04-25,PIT,-110
2021-04-25,BUF,240
2021-04-25,NYR,-300
2021-04-25,NJD,145
2021-04-25,PHI,-170
2021-04-25,CBJ,240
2021-04-25,TBL,-300
2021-04-26,VAN,-120
2021-04-26,OTT,100
2021-04-26,CAR,-130
2021-04-26,DAL,110
2021-04-26,EDM,-105
2021-04-26,WPG,-115
2021-04-26,FLA,-130
2021-04-26,NSH,110
2021-04-26,MTL,100
2021-04-26,CGY,-120
2021-04-26,ANA,140
2021-04-26,LAK,-165
2021-04-26,ARI,-110
2021-04-26,SJS,-110
2021-04-26,COL,-165
2021-04-26,STL,140
2021-04-27,BOS,-110
2021-04-27,PIT,-110
2021-04-27,BUF,230
2021-04-27,NYR,-280
2021-04-27,DET,125
2021-04-27,CBJ,-145
2021-04-27,NYI,100
2021-04-27,WSH,-120
2021-04-27,PHI,-130
2021-04-27,NJD,110
2021-04-27,FLA,-130
2021-04-27,NSH,110
2021-04-27,TBL,-220
2021-04-27,CHI,180
2021-04-27,CAR,-130
2021-04-27,DAL,110
2021-04-28,VAN,-120
2021-04-28,OTT,100
2021-04-28,STL,120
2021-04-28,MIN,-140
2021-04-28,TOR,-130
2021-04-28,MTL,110
2021-04-28,EDM,-115
2021-04-28,WPG,-105
2021-04-28,COL,-105
2021-04-28,VGK,-115
2021-04-28,ANA,135
2021-04-28,LAK,-160
2021-04-28,ARI,-115
2021-04-28,SJS,-105
2021-04-29,NYI,-110
2021-04-29,NYR,-110
2021-04-29,PHI,-130
2021-04-29,NJD,110
2021-04-29,DET,300
2021-04-29,CAR,-380
2021-04-29,PIT,-110
2021-04-29,WSH,-110
2021-04-29,BUF,290
2021-04-29,BOS,-360
2021-04-29,FLA,-150
2021-04-29,CHI,130
2021-04-29,CGY,125
2021-04-29,EDM,-145
2021-04-29,DAL,160
2021-04-29,TBL,-190
2021-04-29,VAN,235
2021-04-29,TOR,-290
2021-04-29,STL,115
2021-04-29,MIN,-135
2021-04-30,WPG,100
2021-04-30,MTL,-120
2021-04-30,SJS,210
2021-04-30,COL,-260
2021-04-30,LAK,-125
2021-04-30,ANA,105
2021-04-30,VGK,-190
2021-04-30,ARI,160
2021-05-01,BUF,310
2021-05-01,BOS,-400
2021-05-01,TBL,-355
2021-05-01,DET,285
2021-05-01,PIT,-110
2021-05-01,WSH,-110
2021-05-01,NJD,135
2021-05-01,PHI,-160
2021-05-01,NYR,115
2021-05-01,NYI,-135
2021-05-01,CBJ,235
2021-05-01,CAR,-290
2021-05-01,OTT,180
2021-05-01,MTL,-220
2021-05-01,VAN,240
2021-05-01,TOR,-300
2021-05-01,SJS,225
2021-05-01,COL,-275
2021-05-01,DAL,-110
2021-05-01,NSH,-110
2021-05-01,FLA,-160
2021-05-01,CHI,135
2021-05-01,LAK,-130
2021-05-01,ANA,110
2021-05-01,CGY,110
2021-05-01,EDM,-130
2021-05-01,VGK,-190
2021-05-01,ARI,160
2021-05-01,STL,125
2021-05-01,MIN,-145
2021-05-02,TBL,-310
2021-05-02,DET,250
2021-05-03,NYI,-310
2021-05-03,BUF,250
2021-05-03,PIT,-130
2021-05-03,PHI,110
2021-05-03,CHI,190
2021-05-03,CAR,-235
2021-05-03,WSH,-110
2021-05-03,NYR,-110
2021-05-03,NSH,-165
2021-05-03,CBJ,140
2021-05-03,BOS,-225
2021-05-03,NJD,185
2021-05-03,WPG,-170
2021-05-03,OTT,145
2021-05-03,TOR,-135
2021-05-03,MTL,115
2021-05-03,DAL,125
2021-05-03,FLA,-145
2021-05-03,ANA,230
2021-05-03,STL,-280
2021-05-03,VGK,-125
2021-05-03,MIN,105
2021-05-03,LAK,135
2021-05-03,ARI,-160
2021-05-03,COL,-220
2021-05-03,SJS,180
2021-05-03,EDM,-185
2021-05-03,VAN,155
2021-05-04,BOS,-210
2021-05-04,NJD,175
2021-05-04,CHI,185
2021-05-04,CAR,-225
2021-05-04,PIT,-150
2021-05-04,PHI,130
2021-05-04,NYI,-270
2021-05-04,BUF,220
2021-05-04,EDM,-190
2021-05-04,VAN,160
2021-05-05,NSH,-180
2021-05-05,CBJ,150
2021-05-05,WSH,-115
2021-05-05,NYR,-105
2021-05-05,DAL,140
2021-05-05,TBL,-165
2021-05-05,ANA,205
2021-05-05,STL,-255
2021-05-05,VGK,-125
2021-05-05,MIN,105
2021-05-05,WPG,-110
2021-05-05,CGY,-110
2021-05-05,LAK,130
2021-05-05,ARI,-150
2021-05-05,COL,-280
2021-05-05,SJS,230
2021-05-05,MTL,-170
2021-05-05,OTT,145
2021-05-06,NJD,205
2021-05-06,NYI,-255
2021-05-06,NYR,175
2021-05-06,BOS,-210
2021-05-06,BUF,295
2021-05-06,PIT,-370
2021-05-06,CHI,230
2021-05-06,CAR,-280
2021-05-06,MTL,160
2021-05-06,TOR,-190
2021-05-06,VAN,210
2021-05-06,EDM,-260
2021-05-07,DET,120
2021-05-07,CBJ,-140
2021-05-07,PHI,165
2021-05-07,WSH,-195
2021-05-07,DAL,135
2021-05-07,TBL,-160
2021-05-07,ANA,225
2021-05-07,MIN,-275
2021-05-07,STL,130
2021-05-07,VGK,-150
2021-05-07,COL,-270
2021-05-07,LAK,220
2021-05-07,ARI,-115
2021-05-07,SJS,-105
2021-05-08,TBL,-115
2021-05-08,FLA,-105
2021-05-08,PHI,160
2021-05-08,WSH,-190
2021-05-08,MTL,170
2021-05-08,TOR,-200
2021-05-08,DET,120
2021-05-08,CBJ,-140
2021-05-08,NYR,250
2021-05-08,BOS,-310
2021-05-08,BUF,295
2021-05-08,PIT,-370
2021-05-08,NJD,215
2021-05-08,NYI,-265
2021-05-08,OTT,155
2021-05-08,WPG,-185
2021-05-08,ANA,235
2021-05-08,MIN,-290
2021-05-08,CAR,-130
2021-05-08,NSH,110
2021-05-08,STL,145
2021-05-08,VGK,-170
2021-05-08,COL,-280
2021-05-08,LAK,230
2021-05-08,ARI,-110
2021-05-08,SJS,-110
2021-05-08,VAN,235
2021-05-08,EDM,-290
2021-05-09,DAL,-170
2021-05-09,CHI,145
2021-05-09,OTT,170
2021-05-09,CGY,-200
2021-05-10,NJD,130
2021-05-10,PHI,-150
2021-05-10,CAR,-130
2021-05-10,NSH,110
2021-05-10,DAL,-160
2021-05-10,CHI,135
2021-05-10,EDM,-110
2021-05-10,MTL,-110
2021-05-10,NYI,140
2021-05-10,BOS,-165
2021-05-10,TBL,-110
2021-05-10,FLA,-110
2021-05-10,VAN,150
2021-05-10,WPG,-180
2021-05-10,STL,-140
2021-05-10,LAK,120
2021-05-10,COL,-110
2021-05-10,VGK,-110
2021-05-11,BOS,-110
2021-05-11,WSH,-110
2021-05-11,VAN,140
2021-05-11,WPG,-165
2021-05-12,EDM,-110
2021-05-12,MTL,-110
2021-05-12,TOR,-220
2021-05-12,OTT,180
2021-05-12,VGK,-190
2021-05-12,SJS,160
2021-05-12,LAK,275
2021-05-12,COL,-345
2021-05-12,MIN,-110
2021-05-12,STL,-110
2021-05-13,MIN,-120
2021-05-13,STL,100
2021-05-13,VAN,155
2021-05-13,CGY,-185
2021-05-13,LAK,315
2021-05-13,COL,-410
2021-05-14,TOR,-165
2021-05-14,WPG,140
2021-05-15,VAN,180
2021-05-15,EDM,-220
2021-05-16,CGY,-130
2021-05-16,VAN,110
2021-05-18,CGY,-135
2021-05-18,VAN,115
2021-05-19,VAN,145
2021-05-19,CGY,-170
2021-10-12,PIT,120
2021-10-12,TBL,-140
2021-10-12,SEA,235
2021-10-12,VGK,-290
2021-10-13,NYR,115
